,text,likes,dislikes
21,Did the man in blue suit kiss the third player  1.05 . Why did the camera move then  to show the one video  recording 😅😅😅😅😊,0,0
22,this is just another brick in the policy wall - the coach is right - he gets slaughtered for a trend ..<br>. - please do the segregation: only women in all positions and if ever there is a man responsible for giving a trophy to a woman - send it by post ..<br>.,0,0
23,Jenni. Mwah! Ha,0,0
24,"Absolutely no fear, absolutely no empathy. Dead fish, cold lizard. Clear lies, also. Clearly he used her as a lever, upper arms tight on shoulders, as he lifted his feet off the ground. In each of those photos, all Hermoso did was stand and brace so she would not fall.",0,0
25,"I can&#39;t wrap my mind around the fact that dudes still trying to go after women these days. Feminism has turned females into WALKING TRAPS. It made them believe that men are the problem of this world and that they are the cure. They&#39;ve been told that is better to have s3xual relationships with other women than with men, SO LEAVE THEM ALONE, don&#39;t touch them, don&#39;t praise them, and if  possible, don&#39;t even talk to them. Let them figure out things by themselves cause after all, they don&#39;t need no men, right ?",0,0
26,"he has the same face as robert de niro in goodfellas ,i do not find his speech very credible.",1,0
27,Luis Rubiales is the spanish version of Johnny Sins 😂,0,0
28,"Of course it&#39;s sexual. If he had kissed a male player like this, people would call him gay",0,0
29,The problem is the bad habit of kissing males females on the cheek  and vice versa.  Where does it come from?? Covid taught us to be aware of these kinds of bad habits!!!!,0,0
30,😂,0,0
31,&quot;“Why is it that we can’t just focus on football and just be respected?”&quot;<br><br>Because it&#39;s utterly boring?,7,0
32,"This is not so much about a kiss as it is opportunistic vengeance.  Rubiales was despised for supporting Vilda during the power play of &quot;los 15&quot; and then this public kiss presented a golden opportunity to deal with the man that took away their power.  Make no mistakes, Rubiales is a despicable character but so to is the action of the women&#39;s team.",5,0
33,"It&#39;s crazy, you think a disgusting kiss should result in the firing of the man who was a part of, not just the Spanish women winning the world cup, but also the men? And btw the coach who also won the women&#39;s world cup without 8 of his best players because they demanded he be fired or they wouldn&#39;t play.. women want to be treated like men?  PLAY THE GAME AND STOP CRYING. You think men&#39;s is different? Go watch some of the commentary about Messi and Christiano..",0,0
34,She consented to the whole thing.she had her arms arou d the giy the entire time neve r once pushed him away.she enjoyed every second of it.,2,0
35,"Stop with this feminism, If she kissed a man, Would you still have a problem, Psychopaths",0,0
36,Pathetic. I don&#39;t see Sanchez asking for consent every time he gives dos besos to the players in this clip. Thoroughly pathetic.,0,0
37,"a kiss is just a kiss, so sad",0,0
38,Much ado about nothing. A really overblown situation. Ridiculous. It will do noone any good. Women also manipulate too. Perhaps they should have a whole women team managers and backroom staff.,3,0
39,The Spanish FA are spanish MEN. Need I say more? Time for FIFA to step in and do the job.,3,0
40,The whole team should be given forced kisses,0,0
41,"Oh my god a woman got kissed on the lips, oh, the horror… 🙄",0,0
42,It looks like Rubiales&#39; only defence would be that he also has the habit of kissing MALE players on the mouth as a means of congratulating. Or his mother when he visits her on sundays. Has he?,5,0
43,"The key issue here is that it is a cultural issue within the Spanish FA toward the Women’s National Team and even female employees not apart of the squad, as well as the team, have raised concerns in the past, only to be shouted down by the FA in similarly defiant fashion. Apology or no apology, this was not the first offense of Rubiales and it was not going to be the last.",12,0
44,"the football player with countless tattoos is seen clearly to hug and even lift the head of spanish football 😮😮, how come tje player now complain about a kiss😮",1,0
45,"Bloke kisses woman so he&#39;s a predator , some women will do anything for attention.",4,0
46,"If he had apologised profusely it may have been forgotten about as a one off, they could have gone on social media together and calmed the flames of it. In private its a great gesture, what we have to understand is that it happened in the public eye, they are merely work colleagues, very different if it happened in a private place away from cameras, a kiss between colleagues is not uncommon at a party, it would not be allowed in somewhere like Dubai in public for THIS very reason ! it causes public uproar !<br><br>It would be equally strange if a woman FIFA president went up to Ronaldo and gave him a honk on the lips with his wife and family watching, its not acceptable in public domain at all for anyone especially if you are in authority.",11,0
47,A disgrace and embarrassment to Football and Spain. He should have been sacked immediately.,4,0
48,"This guy has no idea, what a grub !!",3,0
49,It’s obvious from the photos that she didn’t lift him up. He jumped up on her. He can just put his legs down and he’s on the ground.,6,0
50,"Didn&#39;t she lift him up,  did he consent to that.  If a male player suddenly lifted a female into the air, I&#39;m sure there would be lots of people crying about that too. But he&#39;s a bloke and it doesn&#39;t matter",2,0
51,He was so happy! That’s all! Affection! I do this with my sim all the time. Are you kidding me? Why he would do this in public if was not excitement! Maybe he has a daughter relationship with her. We don’t know,3,0
52,Rubiales career in football is over.&lt;/comment&gt;,3,0
